episode_id,player_0_team,player_1_team,player_0_score,player_1_score,winner,margin,total_steps
36751b0c-9923-11f1-a524-0242ac130203,vijaikm,hangglider5,113044.0,110732.0,Player 0,2312.0,720
1ad340ba-9935-11f1-8f3d-0242ac130203,Sean Zhang,vijaikm,127809.0,137801.0,Player 1,9992.0,720
6ea3b392-95ec-11f1-ba63-0242ac130202,Aghazie David,vijaikm,31558.0,63353.0,Player 1,31795.0,720
41d2da30-96bb-11f1-9ef9-0242ac130202,vijaikm,IsaacJinyu,91243.0,50307.0,Player 0,40936.0,720
00e20c92-9898-11f1-8667-0242ac130203,vijaikm,Nerijus Areska,67959.0,48531.0,Player 0,19428.0,720
f08e3a28-9a95-11f1-95de-0242ac130203,カワシギ,Thomas Tschinkel,83322.0,88167.0,Player 1,4845.0,720
a3e96098-9a46-11f1-96fc-0242ac130204,カワシギ,Thomas Tschinkel,85786.0,88298.0,Player 1,2512.0,720
b31cd10e-9a72-11f1-a75a-0242ac130202,Thomas Tschinkel,カワシギ,73331.0,74659.0,Player 1,1328.0,720
3dd5cd72-9902-11f1-a232-0242ac130203,カワシギ,Thomas Tschinkel,67062.0,56928.0,Player 0,10134.0,720
eb11eafe-9a90-11f1-b23d-0242ac130204,Thomas Tschinkel,カワシギ,85472.0,90326.0,Player 1,4854.0,720
100e4740-949b-11f1-b5b6-0242ac130202,vijaikm,Phúc Phạm,6630.0,54209.0,Player 1,47579.0,720
b73d0c5c-45c6-11ef-9f6c-0242ac130202,p0,p1,-1.0,1.0,Player 1,2.0,720
a9b25578-9935-11f1-9978-0242ac130203,vijaikm,Kashyapsinh gohil,78584.0,78825.0,Player 1,241.0,720
01f8169c-9926-11f1-8e52-0242ac130204,vijaikm,maoyuan ma,63555.0,62507.0,Player 0,1048.0,720
7c9e2434-96d0-11f1-95b1-0242ac130204,vijaikm,Grzegorz Sionkowski,132075.0,126374.0,Player 0,5701.0,720
17d921a8-9922-11f1-993d-0242ac130203,vijaikm,141,59182.0,45050.0,Player 0,14132.0,720
2652d618-96cd-11f1-88ef-0242ac130204,vijaikm,Touhidul Alam Seyam,68354.0,59779.0,Player 0,8575.0,720
1c35443e-9701-11f1-b226-0242ac130202,Ddere008,vijaikm,122231.0,103822.0,Player 0,18409.0,720
77ddc1a2-94d2-11f1-ad22-0242ac130204,vijaikm,vijaikm,52920.0,52879.0,Player 0,41.0,720
57404c58-9937-11f1-8db3-0242ac130202,vijaikm,Cultuurstelsel,81570.0,54665.0,Player 0,26905.0,720
f73c6856-98ae-11f1-a335-0242ac130204,t.me/aetheranime,vijaikm,96111.0,113770.0,Player 1,17659.0,720
f9854134-9933-11f1-bc8c-0242ac130204,Tomoki Hirose,vijaikm,103327.0,108990.0,Player 1,5663.0,720
21f8b0f6-989e-11f1-b565-0242ac130204,Pengyi Peng1,vijaikm,78384.0,76192.0,Player 0,2192.0,720
47fa37f8-94d3-11f1-8e1f-0242ac130203,Agricroporation,vijaikm,62304.0,54066.0,Player 0,8238.0,720
d4719152-989f-11f1-aa94-0242ac130204,Siddhu Jaykay,vijaikm,72817.0,90571.0,Player 1,17754.0,720
9f661374-991d-11f1-9865-0242ac130204,vijaikm,XDang13,113442.0,109085.0,Player 0,4357.0,720
9883b0f6-9905-11f1-9446-0242ac130203,vijaikm,Lynxx,97221.0,97121.0,Player 0,100.0,720
23611810-9566-11f1-9d59-0242ac130202,vijaikm,Hubbahub,50479.0,43212.0,Player 0,7267.0,720
a359edc0-96fc-11f1-aa19-0242ac130203,vijaikm,YujieXing10,89490.0,86110.0,Player 0,3380.0,720
5a3f731e-9862-11f1-9f00-0242ac130204,vijaikm,anthony sinchi,68665.0,38874.0,Player 0,29791.0,720
6d9fad4a-9897-11f1-8243-0242ac130204,vijaikm,ocean240812,83251.0,48605.0,Player 0,34646.0,720
ed8ca91a-4bad-11ef-b5ab-0242ac130202,p0,p1,-1.0,-1.0,Tie,0.0,720
a950f998-96ee-11f1-a17a-0242ac130203,ywwywww,vijaikm,98298.0,119144.0,Player 1,20846.0,720
1512f15e-97d5-11f1-9463-0242ac130203,researchstudio.site,カワシギ,88506.0,88146.0,Player 0,360.0,720
90295601,Dennis Gioche,somewhere after,0.0,0.0,Tie,0.0,720
87809288-98fb-11f1-874e-0242ac130203,vijaikm,evnchn,116155.0,116155.0,Tie,0.0,720
993dd4e0-443e-11ef-bc3b-0242ac130202,p0,p1,-1.0,-1.0,Tie,0.0,720
00da336e-96c7-11f1-aa69-0242ac130203,TAUIL Abd Elilah,vijaikm,52232.0,72125.0,Player 1,19893.0,720
16abc74e-98b0-11f1-888d-0242ac130202,pns,vijaikm,89144.0,107436.0,Player 1,18292.0,720
553a5812-9924-11f1-83ab-0242ac130202,cszf_first,vijaikm,39828.0,56792.0,Player 1,16964.0,720
861e379c-96d5-11f1-ab06-0242ac130204,Bang sion,vijaikm,87674.0,93928.0,Player 1,6254.0,720
f52f2382-952f-11f1-8b9b-0242ac130204,Alejandro Betato,vijaikm,60720.0,56199.0,Player 0,4521.0,720
aff99008-9927-11f1-9c78-0242ac130204,vijaikm,webmaking,102340.0,102328.0,Player 0,12.0,720
795ae45e-992a-11f1-876e-0242ac130204,Jakub Dolének,vijaikm,80210.0,98584.0,Player 1,18374.0,720
e316a7d8-97dc-11f1-91b9-0242ac130202,カワシギ,researchstudio.site,111662.0,97146.0,Player 0,14516.0,720
2959a832-96d2-11f1-9b74-0242ac130202,Sebastian Johansson,vijaikm,83590.0,98125.0,Player 1,14535.0,720
af6e9502-9927-11f1-83d5-0242ac130203,MaxChen303,vijaikm,107325.0,110925.0,Player 1,3600.0,720
b882d15c-96f8-11f1-8441-0242ac130204,vijaikm,Indar Karhana,85955.0,104254.0,Player 1,18299.0,720
c5ce3c12-9a8a-11f1-b9cc-0242ac130203,カワシギ,Thomas Tschinkel,66895.0,65102.0,Player 0,1793.0,720
7e45c960-9543-11f1-b4a3-0242ac130203,hikaru kitagawa,vijaikm,38367.0,53651.0,Player 1,15284.0,720
e0c45752-9924-11f1-bd80-0242ac130203,vijaikm,Yeswanthperni,103422.0,88781.0,Player 0,14641.0,720
98b9926e-98df-11f1-b59b-0242ac130203,vijaikm,daoviet,76041.0,81602.0,Player 1,5561.0,720
91136455,Jacob Alstrup,Aberrchan,0.0,0.0,Tie,0.0,720
6526de62-992e-11f1-8abe-0242ac130204,vijaikm,Igor Zharov,87223.0,85018.0,Player 0,2205.0,720
a8f47b7c-98ac-11f1-9dc0-0242ac130203,vijaikm,Dmitry Bardonov,114730.0,108656.0,Player 0,6074.0,720
90297085,somewhere after,Mohamed abdelrazik,0.0,0.0,Tie,0.0,720
0c61fa28-449e-11ef-9f3b-0242ac130202,p0,p1,-1.0,1.0,Player 1,2.0,720
e4bc1ada-9937-11f1-88c0-0242ac130203,Saravana Rajan B,vijaikm,67319.0,68414.0,Player 1,1095.0,720
e3f9bae6-9782-11f1-91da-0242ac130202,vijaikm,Agzam,79680.0,58805.0,Player 0,20875.0,720
e4bd38d4-9937-11f1-aee1-0242ac130203,SahilKumarTolani,vijaikm,114118.0,114445.0,Player 1,327.0,720
e1e2cf9a-45d1-11ef-96d4-0242ac130202,p0,p1,-1.0,1.0,Player 1,2.0,720
4f029736-96c5-11f1-b8ff-0242ac130202,Lujia Liang,vijaikm,86785.0,92657.0,Player 1,5872.0,720
91132264,umair zia,Aberrchan,0.0,0.0,Tie,0.0,720
fa671342-9920-11f1-b8c5-0242ac130204,radiant-allomancer,vijaikm,136049.0,152369.0,Player 1,16320.0,720
51c1977c-96fe-11f1-a3de-0242ac130203,vijaikm,yaphanqiii,89711.0,79717.0,Player 0,9994.0,720
9423a778-974d-11f1-a92c-0242ac130204,Syed Muhammad Gillani,vijaikm,141179.0,127441.0,Player 0,13738.0,720
0ffe68e8-9522-11f1-a2a5-0242ac130202,vijaikm,vijaikm,29385.0,29557.0,Player 1,172.0,720
8e906aac-95cd-11f1-9331-0242ac130204,vijaikm,cubreto,56126.0,72205.0,Player 1,16079.0,720
5a4ce65c-9632-11f1-88fd-0242ac130204,vijaikm,Harish K,60343.0,69670.0,Player 1,9327.0,720
5684bfa4-96f0-11f1-9cca-0242ac130203,yarneo,vijaikm,55511.0,43671.0,Player 0,11840.0,720
4053e6b6-96f4-11f1-991b-0242ac130203,Siddhu Jaykay,vijaikm,63197.0,65131.0,Player 1,1934.0,720
a28a7420-96c3-11f1-a36b-0242ac130204,Monster,vijaikm,62795.0,88981.0,Player 1,26186.0,720
395b430e-98b1-11f1-9e35-0242ac130204,vijaikm,Dimas Pasha Akrilian,67687.0,67685.0,Player 0,2.0,720
77744826-9833-11f1-902c-0242ac130202,Thần Thoại,vijaikm,82350.0,82567.0,Player 1,217.0,720
54862aac-98fe-11f1-a2f0-0242ac130203,ZhouYongqi,vijaikm,111200.0,103655.0,Player 0,7545.0,720
c793748e-94c9-11f1-8ca3-0242ac130202,JeremiahMannings,vijaikm,74964.0,54996.0,Player 0,19968.0,720
c319f982-9627-11f1-a08e-0242ac130203,vijaikm,curiosity,47691.0,56855.0,Player 1,9164.0,720
c7a44b00-98a8-11f1-8c3f-0242ac130203,Kamazarashi,vijaikm,140894.0,140896.0,Player 1,2.0,720
0ec0fe82-990a-11f1-8329-0242ac130204,vijaikm,Witold Dziurdz,68894.0,82232.0,Player 1,13338.0,720
65ab5b20-96c1-11f1-acca-0242ac130203,vijaikm,Hanaro,114561.0,142525.0,Player 1,27964.0,720
af6cfea6-96cd-11f1-a731-0242ac130203,vijaikm,Nikola010,99220.0,91747.0,Player 0,7473.0,720
4255659a-98e1-11f1-b2b6-0242ac130204,Bharath,vijaikm,123497.0,131920.0,Player 1,8423.0,720
80637978-96aa-11f1-a317-0242ac130202,vijaikm,Vishal Sharma,73626.0,76686.0,Player 1,3060.0,720
4f100ee0-96eb-11f1-8862-0242ac130203,Abdoulaye DIAW,vijaikm,56796.0,66070.0,Player 1,9274.0,720
07ef6a54-98b9-11f1-86c6-0242ac130204,SHAURYA SHARMA,vijaikm,93515.0,110239.0,Player 1,16724.0,720
7e7da752-98f6-11f1-8853-0242ac130202,カワシギ,Thomas Tschinkel,109659.0,103765.0,Player 0,5894.0,720
91164788,Jince,Aberrchan,0.0,0.0,Tie,0.0,720
834c52f4-992f-11f1-b81d-0242ac130204,Ryan Myers,vijaikm,53238.0,53546.0,Player 1,308.0,720
7fc0013a-98d0-11f1-ac16-0242ac130203,Jasmeen,vijaikm,99530.0,73970.0,Player 0,25560.0,720
4d3d7a08-98ad-11f1-9f6f-0242ac130203,vijaikm,Andrey Chankin,89175.0,91435.0,Player 1,2260.0,720
4fc487de-96d8-11f1-a2b3-0242ac130204,xlnt,vijaikm,98847.0,109767.0,Player 1,10920.0,720
1cd444d0-9701-11f1-ae2b-0242ac130204,vijaikm,KodamaSec Labs LTD,122168.0,122168.0,Tie,0.0,720
6dc1fe8e-9920-11f1-a396-0242ac130202,masb,vijaikm,76831.0,102635.0,Player 1,25804.0,720
34c881ea-991e-11f1-a051-0242ac130202,Swaroop piduguralla,vijaikm,10590.0,153477.0,Player 1,142887.0,720
ae32dc74-98b5-11f1-87c4-0242ac130202,vijaikm,Enes Coşkun,75119.0,62368.0,Player 0,12751.0,720
426a68ac-96e1-11f1-8a80-0242ac130203,wenjinyang,vijaikm,123993.0,129905.0,Player 1,5912.0,720
19b6d960-96ee-11f1-836a-0242ac130204,Syed Asad Ali,vijaikm,110243.0,125713.0,Player 1,15470.0,720
7037c29c-98b3-11f1-b7e4-0242ac130203,vijaikm,Gordeev Max,76139.0,60567.0,Player 0,15572.0,720
c9548df6-989a-11f1-b045-0242ac130203,vijaikm,OnlyFarms,79909.0,85463.0,Player 1,5554.0,720
aa721f04-9582-11f1-a985-0242ac130202,Kaito Fukami,Victor @ Tufa Labs,154941.0,152293.0,Player 0,2648.0,720
378ffdaa-9936-11f1-a4f3-0242ac130203,Jonathan Zheng Jiahao,vijaikm,91639.0,91384.0,Player 0,255.0,720
7e7fcc44-98f6-11f1-b6b4-0242ac130203,Thomas Tschinkel,カワシギ,61446.0,56316.0,Player 0,5130.0,720
4714fe24-96c0-11f1-8a6a-0242ac130204,Yihan Guo,vijaikm,70953.0,128790.0,Player 1,57837.0,720
dd555d46-991f-11f1-a440-0242ac130204,vijaikm,Vishnu R Mohan,121646.0,70231.0,Player 0,51415.0,720
1b8788e0-95c0-11f1-9286-0242ac130203,fistyee,Kaito Fukami,145008.0,130518.0,Player 0,14490.0,720
91132072,Roman Rozen,Aberrchan,0.0,0.0,Tie,0.0,720
0bfeca04-96f7-11f1-8d37-0242ac130204,vijaikm,luna is free！,88799.0,78994.0,Player 0,9805.0,720
4d9a7d3a-969f-11f1-a473-0242ac130203,vijaikm,Team Name,35307.0,103464.0,Player 1,68157.0,720
cd0f030c-9928-11f1-a7e0-0242ac130203,vijaikm,Alex,64482.0,67348.0,Player 1,2866.0,720
79c98ff2-9633-11f1-a5ff-0242ac130204,vijaikm,Syed Shayan Ali Shah,65585.0,78188.0,Player 1,12603.0,720
8d2e729e-96c7-11f1-a35d-0242ac130202,Faruk Çiftler,vijaikm,71065.0,91849.0,Player 1,20784.0,720
91f1bc3c-989d-11f1-bb7f-0242ac130203,vijaikm,DePie,99464.0,83893.0,Player 0,15571.0,720
e32662f6-9924-11f1-8bab-0242ac130203,Sangita Bannore,vijaikm,38773.0,51553.0,Player 1,12780.0,720
4dd415a4-991f-11f1-a348-0242ac130203,vijaikm,Gmmastermind,158761.0,84927.0,Player 0,73834.0,720
14f7bfc0-94c3-11f1-9217-0242ac130204,Aotokitsuruya,vijaikm,5233.0,55076.0,Player 1,49843.0,720
9c14830c-98a2-11f1-bc6b-0242ac130202,vijaikm,James Mcquay,47272.0,39348.0,Player 0,7924.0,720
5e421562-9929-11f1-a9ef-0242ac130203,vijaikm,Arfin Mustofa,91205.0,88553.0,Player 0,2652.0,720
2898f5a4-992c-11f1-b124-0242ac130204,vijaikm,Tran H Hoang,146639.0,147867.0,Player 1,1228.0,720
4e3c0e1a-9790-11f1-8b26-0242ac130202,vijaikm,Rockstar Farmer,79384.0,62978.0,Player 0,16406.0,720
6f2efa94-9572-11f1-a519-0242ac130203,Ryota Murai,vijaikm,50132.0,60185.0,Player 1,10053.0,720
67d72854-949e-11f1-ae04-0242ac130204,Azamat Sadikov,vijaikm,3045.0,6074.0,Player 1,3029.0,720
