episode_id,step,day,player,order_type,item,quantity
10dfbcd2-9a84-11f1-b260-0242ac130203,150,6,0,BUY_SEED,CARROT,5
10dfbcd2-9a84-11f1-b260-0242ac130203,152,6,0,SELL,WOOL,6
10dfbcd2-9a84-11f1-b260-0242ac130203,156,6,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,165,6,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,SELL,FERTILIZER,6
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,BUY_ANIMAL,COW,2
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,BUY_ANIMAL,SHEEP,2
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,BUY_SEED,STRAWBERRY,1
10dfbcd2-9a84-11f1-b260-0242ac130203,169,7,0,BUY_SEED,WHEAT,4
10dfbcd2-9a84-11f1-b260-0242ac130203,170,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,170,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,170,7,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,173,7,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,176,7,0,BUY_PRODUCT,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,SELL,FERTILIZER,6
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,BUY_PRODUCT,WHEAT,9
10dfbcd2-9a84-11f1-b260-0242ac130203,193,8,0,BUY_SEED,WHEAT,3
10dfbcd2-9a84-11f1-b260-0242ac130203,194,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,194,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,194,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,194,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,194,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,196,8,0,BUY_PRODUCT,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,198,8,0,SELL,MILK,12
10dfbcd2-9a84-11f1-b260-0242ac130203,198,8,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,198,8,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,198,8,0,BUY_SEED,STRAWBERRY,11
10dfbcd2-9a84-11f1-b260-0242ac130203,201,8,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,203,8,0,BUY_PRODUCT,WHEAT,3
10dfbcd2-9a84-11f1-b260-0242ac130203,213,8,0,SELL,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,SELL,FERTILIZER,9
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,BUY_ANIMAL,COW,2
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,217,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,218,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,218,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,218,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,218,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,218,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,219,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,219,9,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,220,9,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,223,9,0,SELL,WOOL,1
10dfbcd2-9a84-11f1-b260-0242ac130203,223,9,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,224,9,0,SELL,WOOL,4
10dfbcd2-9a84-11f1-b260-0242ac130203,226,9,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,228,9,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,229,9,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,231,9,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,232,9,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,240,10,0,BUY_PRODUCT,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,241,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,241,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,241,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,241,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,241,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,242,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,242,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,242,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,242,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,242,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,243,10,0,SELL,FERTILIZER,9
10dfbcd2-9a84-11f1-b260-0242ac130203,243,10,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,244,10,0,SELL,FERTILIZER,1
10dfbcd2-9a84-11f1-b260-0242ac130203,244,10,0,BUY_PRODUCT,WHEAT,7
10dfbcd2-9a84-11f1-b260-0242ac130203,250,10,0,SELL,WHEAT,5
10dfbcd2-9a84-11f1-b260-0242ac130203,251,10,0,SELL,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,255,10,0,BUY_PRODUCT,WHEAT,11
10dfbcd2-9a84-11f1-b260-0242ac130203,256,10,0,SELL,WHEAT,11
10dfbcd2-9a84-11f1-b260-0242ac130203,257,10,0,SELL,MELON,12
10dfbcd2-9a84-11f1-b260-0242ac130203,258,10,0,SELL,MELON,12
10dfbcd2-9a84-11f1-b260-0242ac130203,258,10,0,BUY_PRODUCT,WHEAT,15
10dfbcd2-9a84-11f1-b260-0242ac130203,259,10,0,SELL,MELON,6
10dfbcd2-9a84-11f1-b260-0242ac130203,259,10,0,SELL,WHEAT,5
10dfbcd2-9a84-11f1-b260-0242ac130203,260,10,0,SELL,MELON,12
10dfbcd2-9a84-11f1-b260-0242ac130203,261,10,0,SELL,MELON,12
10dfbcd2-9a84-11f1-b260-0242ac130203,262,10,0,BUY_PRODUCT,WHEAT,7
10dfbcd2-9a84-11f1-b260-0242ac130203,262,10,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,263,10,0,SELL,MELON,12
10dfbcd2-9a84-11f1-b260-0242ac130203,263,10,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,264,11,0,BUY_SEED,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,SELL,MELON,6
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,SELL,MILK,6
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,BUY_ANIMAL,COW,2
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,BUY_LAND,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,265,11,0,BUY_SEED,STRAWBERRY,23
10dfbcd2-9a84-11f1-b260-0242ac130203,266,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,266,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,266,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,266,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,266,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,267,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,267,11,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,272,11,0,BUY_PRODUCT,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,274,11,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,276,11,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,277,11,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,279,11,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,280,11,0,BUY_PRODUCT,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,280,11,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,281,11,0,SELL,FERTILIZER,6
10dfbcd2-9a84-11f1-b260-0242ac130203,281,11,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,284,11,0,BUY_SEED,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,SELL,MILK,6
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,SELL,FERTILIZER,5
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,289,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,290,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,290,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,290,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,290,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,290,12,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,292,12,0,SELL,FERTILIZER,2
10dfbcd2-9a84-11f1-b260-0242ac130203,296,12,0,SELL,FERTILIZER,2
10dfbcd2-9a84-11f1-b260-0242ac130203,296,12,0,BUY_PRODUCT,WHEAT,9
10dfbcd2-9a84-11f1-b260-0242ac130203,299,12,0,SELL,FERTILIZER,1
10dfbcd2-9a84-11f1-b260-0242ac130203,303,12,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,305,12,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,308,12,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,309,12,0,SELL,WHEAT,5
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,SELL,WOOL,7
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,SELL,MILK,6
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,SELL,FERTILIZER,8
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,313,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,314,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,314,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,314,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,314,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,314,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,315,13,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,319,13,0,BUY_PRODUCT,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,322,13,0,SELL,FERTILIZER,2
10dfbcd2-9a84-11f1-b260-0242ac130203,323,13,0,SELL,FERTILIZER,3
10dfbcd2-9a84-11f1-b260-0242ac130203,329,13,0,SELL,FERTILIZER,1
10dfbcd2-9a84-11f1-b260-0242ac130203,332,13,0,BUY_SEED,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,335,13,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,336,14,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,SELL,WOOL,6
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,SELL,MILK,9
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,SELL,FERTILIZER,6
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,337,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,338,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,338,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,338,14,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,344,14,0,BUY_PRODUCT,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,346,14,0,SELL,FERTILIZER,2
10dfbcd2-9a84-11f1-b260-0242ac130203,348,14,0,SELL,FERTILIZER,3
10dfbcd2-9a84-11f1-b260-0242ac130203,353,14,0,SELL,FERTILIZER,3
10dfbcd2-9a84-11f1-b260-0242ac130203,357,14,0,SELL,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,359,14,0,BUY_SEED,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,SELL,WOOL,6
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,SELL,MILK,6
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,SELL,FERTILIZER,15
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,361,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,362,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,362,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,362,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,362,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,362,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,363,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,363,15,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,367,15,0,SELL,MILK,12
10dfbcd2-9a84-11f1-b260-0242ac130203,368,15,0,BUY_PRODUCT,WHEAT,8
10dfbcd2-9a84-11f1-b260-0242ac130203,376,15,0,SELL,WHEAT,7
10dfbcd2-9a84-11f1-b260-0242ac130203,377,15,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,382,15,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,383,15,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,384,16,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,SELL,MILK,6
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,SELL,FERTILIZER,11
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,SELL,STRAWBERRY,8
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,SELL,WHEAT,9
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,385,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,386,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,386,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,386,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,386,16,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,396,16,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,402,16,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,403,16,0,BUY_SEED,WHEAT,2
10dfbcd2-9a84-11f1-b260-0242ac130203,404,16,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,406,16,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,407,16,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,408,17,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,SELL,MILK,6
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,SELL,STRAWBERRY,4
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,409,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,410,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,410,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,410,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,410,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,410,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,411,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,411,17,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,415,17,0,SELL,FERTILIZER,4
10dfbcd2-9a84-11f1-b260-0242ac130203,415,17,0,BUY_PRODUCT,WHEAT,9
10dfbcd2-9a84-11f1-b260-0242ac130203,417,17,0,SELL,WOOL,12
10dfbcd2-9a84-11f1-b260-0242ac130203,417,17,0,SELL,WHEAT,3
10dfbcd2-9a84-11f1-b260-0242ac130203,421,17,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,422,17,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,422,17,0,BUY_PRODUCT,WHEAT,9
10dfbcd2-9a84-11f1-b260-0242ac130203,423,17,0,SELL,WHEAT,7
10dfbcd2-9a84-11f1-b260-0242ac130203,424,17,0,BUY_PRODUCT,WHEAT,9
10dfbcd2-9a84-11f1-b260-0242ac130203,425,17,0,SELL,WHEAT,6
10dfbcd2-9a84-11f1-b260-0242ac130203,426,17,0,SELL,WHEAT,3
10dfbcd2-9a84-11f1-b260-0242ac130203,427,17,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,427,17,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,428,17,0,SELL,STRAWBERRY,6
10dfbcd2-9a84-11f1-b260-0242ac130203,428,17,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,431,17,0,SELL,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,431,17,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,432,18,0,BUY_SEED,WHEAT,1
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,SELL,MILK,20
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,SELL,FERTILIZER,11
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,SELL,STRAWBERRY,6
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,HIRE,,1
10dfbcd2-9a84-11f1-b260-0242ac130203,433,18,0,HIRE,,1
